"교육청","소재구","학교명","홈페이지 주소","설립","고등학교 유형","남녀","주야","우편번호","주소","전화번호","1학년 학급수","2학년 학급수","3학년 학급수","특수 학급수","1학년 학생수 계","1학년 여학생 수","2학년 학생수 계","2학년 여학생 수","3학년 학생수 계","3학년 여학생 수","학급당 평균 학생수","정규 교원수 계","정규 여교원수","기간제 교원수 계","기간제 여교원수","직원수","여직원수","보통 교실 수","비고"
"서울시","동대문구","경희고등학교","http://www.kyungheeboy.hs.kr/","사립","자율고","남자","주간","130-701","서울특별시 동대문구 경희대로 26 (회기동경희고등학교)","02-966-3782","8","8","8","0","262","0","264","0","259","0","32.7","49","13","8","6","6","0","45",""
"서울시","동대문구","경희여자고등학교","www.kyunghee.hs.kr","사립","일반고","여자","주간","130-701","서울특별시 동대문구 경희대로 26  경희여자고등학교  (회기동경희대학교)","02-966-1248","9","9","9","0","256","256","268","268","276","276","29.6","46","23","11","6","6","0","48",""
"서울시","중구","계성여자고등학교","http://ksg.hs.kr","사립","일반고","여자","주간","100-809","서울특별시 중구 명동길 74-1 (명동2가계성여자고등학교)","02-728-6141","8","8","8","0","206","206","246","246","250","250","29.3","43","20","13","8","5","2","26",""
"서울시","성북구","고려대학교사범대학부속고등학교","http://koreahi.hs.kr","사립","일반고","남자","주간","136-703","서울특별시 성북구 정릉로 161  고려대학교사범대학부속고등학교 (정릉동고려대학교부설보건전문대)","02-914-7483","10","10","10","0","279","0","352","0","400","0","34.4","57","18","12","4","6","1","30",""
"서울시","강동구","광문고등학교","http://www.gwangmun.com","사립","일반고","공학","주간","134-803","서울특별시 강동구 동남로 968 (고덕동광문고등학교)","02-427-2872","14","14","15","0","432","181","453","177","482","181","31.8","83","28","8","5","6","4","43",""
"서울시","마포구","광성고등학교","http://www.kwangsung.hs.kr","사립","일반고","남자","주간","121-854","서울특별시 마포구 신수로8길 20 (신수동광성중고등학교)","02-703-3457","9","9","9","0","274","0","319","0","311","0","33.5","50","10","11","6","6","1","31",""
"서울시","관악구","광신고등학교","http://www.kwangshin.hs.kr","사립","일반고","공학","주간","151-863","서울특별시 관악구 광신길 141 (신림동광신중고등학교)","02-881-8506","11","12","12","0","339","184","387","238","365","230","31.2","58","10","18","11","5","0","40",""
"서울시","양천구","광영고등학교","http://www.ky.hs.kr","사립","일반고","남자","주간","158-823","서울시 양천구 남부순환로 30길 17  (신월동  광영고등학교)","02-2650-2304","15","15","15","0","437","0","444","0","447","0","29.5","91","22","3","2","6","1","47",""
"서울시","양천구","광영여자고등학교","http://www.kyg.hs.kr","사립","일반고","여자","주간","158-823","서울특별시 양천구 남부순환로30길 17  광영여자고등학교 (신월동광영고등학교)","070-4173-6004","15","15","15","0","419","419","478","478","494","494","30.9","89","52","13","8","6","2","45",""
"서울시","관악구","남강고등학교","http://www.namkang.hs.kr","사립","일반고","남자","주간","151-015","서울특별시 관악구 난곡로34길 80 (신림동남강중고등학교)","02-839-1701","13","13","14","0","343","0","398","0","390","0","28.3","70","11","14","9","7","1","45",""
"서울시","강남구","단국대학교사범대학부속고등학교","http://www.dan-kook.hs.kr","사립","일반고","남자","주간","135-852","서울특별시 강남구 도곡로64길 21  단국대학교사범대학부속고등학교 (대치동단국공업고등학교)","02-2191-2604","14","14","14","0","569","0","550","0","576","0","40.4","60","5","26","19","6","2","43",""
"서울시","동대문구","대광고등학교","http://www.dgh.hs.kr","사립","자율고","남자","주간","130-810","서울특별시 동대문구 안암로 6 (신설동대광고등학교)","02-940-2212","10","10","9","0","320","0","316","0","281","0","31.6","57","19","9","7","6","2","35",""
"서울시","은평구","대성고등학교","http://www.dae-sung.hs.kr","사립","자율고","남자","주간","122-802","서울특별시 은평구 갈현로29길 51-24  대성고등학교 (갈현동대성중고등학교)","02-6252-1010","10","12","13","0","346","0","412","0","431","0","34","70","13","5","4","6","3","38",""
"서울시","종로구","대신고등학교","http://www.dae-shin.hs.kr/","사립","일반고","남자","주간","110-091","서울특별시 종로구 사직로 9 (행촌동대신중고등학교)","02-736-0317","10","10","10","0","338","0","333","0","326","0","33.2","59","6","6","4","6","0","36",""
"서울시","광진구","대원고등학교","http://daewon-seoul.hs.kr","사립","일반고","남자","주간","143-713","서울특별시 광진구 용마산로22길 26 (중곡동대원고등학교)","02-2204-1568","12","12","12","0","413","0","420","0","466","0","36.1","73","17","2","2","6","1","36",""
"서울시","광진구","대원여자고등학교","http://www.dwg.hs.kr","사립","일반고","여자","주간","143-713","서울특별시 광진구 용마산로22길 26 (중곡동대원여자고등학교)","02-2204-1620","12","13","13","0","384","384","448","448","438","438","33.4","70","25","10","7","6","1","39",""
"서울시","광진구","대원외국어고등학교","http://www.dwfl.hs.kr/","사립","특수목적고","공학","주간","143-713","서울특별시 광진구 용마산로22길 26 (중곡동대원외국어고등학교)","02-2204-1529","10","12","12","0","289","191","356","229","379","245","30.1","57","20","4","3","10","3","34",""
"서울시","강서구","대일고등학교","http://www.daeil.hs.kr","사립","일반고","남자","주간","157-837","서울특별시 강서구 등촌로 105 (등촌동대일고등학교)","070-4020-6400","15","15","15","0","517","0","530","0","545","0","35.4","82","6","11","9","5","1","48",""
"서울시","성북구","대일외국어고등학교","www.daeil.or.kr","사립","특수목적고","공학","주간","136-857","서울특별시 성북구 서경로 116 (정릉동대일외국어고등학교)","02-940-0700","12","12","12","0","357","245","354","241","377","234","30.2","51","14","21","18","6","1","36",""
"서울시","노원구","대진고등학교","http://www.dae-jin.hs.kr","사립","일반고","남자","주간","139-869","서울특별시 노원구 공릉로62가길 47 (하계동대진고등학교)","02-976-0067","15","15","15","0","556","0","536","0","534","0","36.1","80","27","17","8","6","0","45",""
"서울시","노원구","대진여자고등학교","http://www.daejinw.hs.kr","사립","일반고","여자","주간","139-865","서울특별시 노원구 공릉로 438 (중계동대진여자고등학교)","02-979-2327","14","15","14","0","549","549","541","541","532","532","37.7","80","51","17","13","6","1","49",""
"서울시","종로구","덕성여자고등학교","http://www.duksung.hs.kr","사립","일반고","여자","주간","110-240","서울특별시 종로구 율곡로3길 50 (안국동덕성여자고등학교)","02-734-6871","9","9","9","0","306","306","303","303","298","298","33.6","46","23","10","8","6","2","29",""
"서울시","강서구","덕원여자고등학교","www.deokwon.hs.kr","사립","일반고","여자","주간","157-700","서울특별시 강서구 강서로45길 91-44 (내발산동덕원여자고등학교)","02-2660-7800","15","15","15","0","494","494","523","523","492","492","33.5","80","38","17","14","6","0","45",""
"서울시","강서구","덕원예술고등학교","http://www.dwarts.hs.kr","사립","특수목적고","공학","주간","157-700","서울특별시 강서구 강서로45길 91-44 (내발산동덕원예술고등학교)","02-2660-7911","5","5","5","0","203","181","208","185","229","193","42.7","27","13","1","1","5","1","15",""
"서울시","동대문구","동국대학교사범대학부속고등학교","http://www.ddbk.net","사립","일반고","남자","주간","130-839","서울특별시 동대문구 장안벚꽃로 201 (장안동동국대학교사범대학부속고등학교)","02-6913-1578","12","12","12","0","441","0","473","0","484","0","38.8","67","22","14","7","6","2","34",""
"서울시","광진구","동국대학교사범대학부속여자고등학교","http://donggukgirls.hs.kr","사립","일반고","여자","주간","143-824","서울특별시 광진구 광나루로36길 47 (구의동동국대학교사범대학부속여자중고등학교)","02-2049-1566","12","12","12","0","416","416","403","403","412","412","34.2","67","34","13","8","6","3","36",""
"서울시","서초구","동덕여자고등학교","http://www.dongduk.hs.kr","사립","일반고","여자","주간","137-854","서울특별시 서초구 효령로2길 123-5 (방배동동덕여자중고등학교)","02-586-5418","13","14","14","0","462","462","479","479","524","524","35.7","74","36","17","15","7","1","41",""
"서울시","은평구","동명여자고등학교","http://dongmyung.hs.kr","사립","일반고","여자","주간","122-840","서울특별시 은평구 통일로 793  동명여자고등학교 (대조동)","02-385-0655","13","14","14","3","426","426","497","497","498","498","32.3","69","35","20","15","6","3","44",""
"서울시","강동구","동북고등학교","http://dongbuk.hs.kr","사립","일반고","남자","주간","134-820","서울특별시 강동구 강동대로 305 (둔촌동)","02-477-2280","16","16","17","0","533","0","550","0","574","0","33.8","100","20","8","7","6","1","52",""
"서울시","종로구","동성고등학교","http://www.dongsung.hs.kr","사립","자율고","남자","주간","110-530","서울특별시 종로구 대학로 156  (혜화동)동성고등학교","02-3671-9196","11","11","11","0","373","0","355","0","271","0","30.3","69","13","12","7","9","3","41",""
"서울시","강서구","동양고등학교","http://www.dongyang.hs.kr","사립","일반고","남자","주간","157-806","서울특별시 강서구 허준로 50 (가양동동양고등학교)","02-2657-0878","8","8","8","0","184","0","143","0","168","0","20.6","36","9","15","11","5","1","26",""
"서울시","금천구","동일여자고등학교","http://www.dongilg.hs.kr","사립","일반고","여자","주간","153-030","서울특별시 금천구 탑골로10길 45 (시흥동)","02-803-9805","13","14","14","0","383","383","474","474","412","412","31","79","65","14","12","6","1","41",""
"서울시","금천구","문일고등학교","http://moonil.hs.kr","사립","일반고","남자","주간","153-847","서울특별시 금천구 시흥대로47길 45 (시흥동문일고등학교)","02-802-2301","14","15","15","0","521","0","481","0","502","0","34.2","87","20","5","3","6","1","46",""
"서울시","관악구","미림여자고등학교","http://www.mirim.hs.kr","사립","자율고","여자","주간","151-897","서울특별시 관악구 호암로 546 (신림동미림여자고등학교)","02-886-1814","9","7","9","0","305","305","193","193","223","223","28.8","46","15","12","8","5","1","30",""
"서울시","송파구","배명고등학교","http://www.bm.hs.kr","사립","일반고","남자","주간","138-841","서울특별시 송파구 삼학사로 11 (삼전동배명중고등학교)","070-4014-2640","12","13","13","0","392","0","465","0","417","0","33.5","69","19","11","8","6","1","59",""
"서울시","용산구","배문고등학교","http://baemoon.cschool.net","사립","일반고","남자","주간","140-830","서울특별시 용산구 효창원로 258 (서계동배문중고등학교)","02-3480-7100","9","9","9","0","306","0","309","0","310","0","34.3","51","7","7","1","6","2","27",""
"서울시","강동구","배재고등학교","www.paichai.hs.kr","사립","자율고","남자","주간","134-878","서울특별시 강동구 고덕로 227 (고덕동배재중 고등학교)","02-441-1670","12","13","12","0","388","0","403","0","398","0","32.1","76","13","6","4","14","3","39",""
"서울시","종로구","배화여자고등학교","http://www.paiwha.hs.kr","사립","일반고","여자","주간","110-735","서울특별시 종로구 필운대로1길 34 (필운동배화여자고등학교)","02-724-0300","9","9","9","0","281","281","275","275","266","266","30.4","52","29","8","6","6","2","27",""
"서울시","양천구","백암고등학교","http://www.paekahm.hs.kr","사립","일반고","공학","주간","158-855","서울특별시 양천구 신정로13길 16 (신정동백암고등학교)","02-2696-0110","13","14","14","0","374","172","422","220","447","194","30.3","74","19","11","11","6","2","41",""
"서울시","송파구","보성고등학교","http://www.posung.hs.kr","사립","일반고","남자","주간","138-829","서울특별시 송파구 양재대로 1278 (방이동보성중고등학교)","02-2152-2552","12","14","14","0","470","0","506","0","488","0","36.6","75","5","11","4","6","1","43",""
"서울시","용산구","보성여자고등학교","http://www.bosung.hs.kr","사립","일반고","여자","주간","140-833","서울특별시 용산구 신흥로3가길 66 (용산동2가보성여자고등학교)","070-4000-3132","7","7","7","0","212","212","208","208","162","162","27.7","38","17","9","8","5","2","22",""
"서울시","송파구","보인고등학교","http://www.boin.hs.kr","사립","자율고","남자","주간","138-860","서울특별시 송파구 오금로49길 18 (오금동보인중고등학교)","02-2043-6021","12","12","12","0","417","0","422","0","378","0","33.8","59","12","13","5","6","2","40",""
"서울시","노원구","상명고등학교","http://www.sangmyung.hs.kr","사립","일반고","공학","주간","139-725","서울특별시 노원구 덕릉로 553 (중계동상명고등학교)","02-971-6211","12","12","12","0","364","148","420","154","412","178","33.2","63","26","15","10","6","1","36",""
"서울시","종로구","상명대학교사범대학부속여자고등학교","http://sangmyung-agh.hs.kr","사립","일반고","여자","주간","110-743","서울특별시 종로구 홍지문2길 20 (홍지동상명대학교)","02-396-6300","9","9","9","0","301","301","305","305","294","294","33.3","46","21","11","7","6","1","30",""
"서울시","서초구","상문고등학교","http://www.sangmoon.hs.kr","사립","일반고","남자","주간","137-849","서울특별시 서초구 명달로 45 (방배동상문고등학교)","02-586-3141","15","14","14","0","558","0","521","0","552","0","37.9","74","17","16","5","6","1","53",""
"서울시","강동구","상일여자고등학교","http://sangil.hs.kr","사립","일반고","여자","주간","134-837","서울특별시 강동구 천호대로219길 61  상일여자고등학교 (상일동상일여자고등학교)","02-428-0435","14","14","15","0","420","420","401","401","451","451","29.6","76","33","14","9","6","2","43",""
"서울시","노원구","서라벌고등학교","http://www.sorabol.hs.kr","사립","일반고","남자","주간","139-860","서울특별시 노원구 한글비석로5길 18 (중계동서라벌고등학교)","02-2092-2285","15","16","17","0","579","0","642","0","666","0","39.3","73","7","18","12","6","0","55",""
"서울시","서초구","서문여자고등학교","http://suhmoon.hs.kr","사립","일반고","여자","주간","137-852","서울특별시 서초구 동광로12길 84 (방배동서문여자고등학교)","02-591-4581","14","13","13","0","566","566","516","516","507","507","39.7","70","31","16","13","6","0","40",""
"서울시","구로구","서울공연예술고등학교","http://sopa.hs.kr","사립","특수목적고","공학","주간","152-883","서울특별시 구로구 오리로22나길 16-26 (궁동서울공연예술고)","02-3281-9760","7","7","7","0","270","199","265","190","266","182","38.1","30","22","7","1","5","2","21",""
"서울시","관악구","서울문영여자고등학교","http://www.moonyoung.seoul.kr","사립","일반고","여자","주간","151-723","서울특별시 관악구 관악로 85   서울문영여자고등학교 (봉천동)","02-873-3624","10","10","10","0","302","302","365","365","317","317","32.8","54","28","12","12","6","3","31",""
"서울시","관악구","서울미술고등학교","http://www.seoul-art.or.kr","사립","일반고","공학","주간","151-727","서울특별시 관악구 남부순환로247길 26 (봉천동서울미술고등학교)","02-872-2114","5","5","5","0","201","168","209","180","207","163","41.1","24","12","6","2","9","0","15",""
"서울시","강남구","서울세종고등학교","http://www.seoulsejong.hs.kr/","사립","일반고","공학","주간","135-884","서울특별시 강남구 광평로51길 36 (수서동서울세종고등학교)","070-8668-3119","10","10","10","0","323","170","335","173","363","187","34","53","21","10","8","6","1","34",""
"서울시","종로구","서울예술고등학교","http://www.yego.or.kr","사립","특수목적고","공학","주간","110-847","서울특별시 종로구 평창문화로 70 (평창동서울예술고등학교)","02-2287-0500","10","10","8","0","368","317","367","313","373","312","39.6","45","26","5","3","11","3","29",""
"서울시","도봉구","서울외국어고등학교","http://www.sfl.hs.kr","사립","특수목적고","공학","주간","132-901","서울특별시 도봉구 덕릉로66길 22 (창동서울외국어고등학교)","070-7602-3401","10","10","10","0","269","196","288","189","308","204","28.8","46","6","6","4","9","4","30",""
"서울시","도봉구","선덕고등학교","http://sunduck.hs.kr","사립","자율고","남자","주간","132-715","서울특별시 도봉구 시루봉로 53 (쌍문동선덕중학교)","02-997-4111","10","11","10","0","354","0","375","0","351","0","34.8","59","14","9","4","4","1","37",""
"서울시","은평구","선일여자고등학교","http://www.sunil.hs.kr","사립","일반고","여자","주간","122-802","서울특별시 은평구 갈현로29길 27  선일여자고등학교 (갈현동)","02-355-5649","12","12","13","0","397","397","441","441","477","477","35.5","68","49","8","7","6","3","39",""
"서울시","은평구","선정고등학교","http://www.sunjung.hs.kr","사립","일반고","공학","주간","122-801","서울특별시 은평구 서오릉로20길 19 (갈현동선정중.고등학교)","02-3156-1720","14","14","15","0","463","193","505","223","498","259","34.1","78","34","15","11","6","1","46",""
"서울시","광진구","선화예술고등학교","http://www.sunhwa.org","사립","특수목적고","공학","주간","143-847","서울특별시 광진구 천호대로 664 (능동선화예술중고등학교)","02-2204-1380","9","9","8","0","363","308","359","315","364","314","41.8","37","19","7","7","11","4","24",""
"서울시","동작구","성남고등학교","http://www.sungnam.hs.kr","사립","일반고","남자","주간","156-809","서울특별시 동작구 대방동길 74 (대방동성남고등학교)","02-815-1334","13","14","14","0","495","0","501","0","510","0","36.7","73","19","12","5","7","0","49",""
"서울시","강동구","성덕고등학교","http://www.seongdeok.com","사립","일반고","공학","주간","134-861","서울특별시 강동구 구천면로 396 (천호동성덕고등학교)","02-2045-5407","8","8","0","0","259","118","254","118","0","0","32.1","32","19","12","8","5","0","37",""
"서울시","관악구","성보고등학교","http://www.sungbo.hs.kr","사립","일반고","남자","주간","151-907","서울특별시 관악구 남부순환로156길 39 (신림동성보고등학교)","02-863-3734","11","11","11","0","332","0","344","0","346","0","31","63","5","10","6","8","1","34",""
"서울시","성북구","성신여자고등학교","http://www.sungshin.hs.kr","사립","일반고","여자","주간","136-060","서울특별시 성북구 동소문로26가길 80 (돈암동성신여자고등학교)","02-6930-9100","12","12","12","0","423","423","406","406","434","434","35.1","60","26","17","12","6","1","36",""
"서울시","용산구","성심여자고등학교","http://sacredheart.hs.kr","사립","일반고","여자","주간","140-850","서울특별시 용산구 원효로19길 49 (원효로4가)","02-702-5501","8","8","8","3","276","276","287","287","273","273","31","44","18","15","10","5","3","31",""
"서울시","서초구","세화고등학교","http://www.se-hwa.hs.kr","사립","자율고","남자","주간","137-040","서울특별시 서초구 신반포로 56-7 (반포동)","02-594-4886","12","12","12","0","361","0","384","0","389","0","31.5","60","11","10","9","6","0","36",""
"서울시","서초구","세화여자고등학교","http://www.sehwa-gs.hs.kr","사립","자율고","여자","주간","137-040","서울특별시 서초구 신반포로 56-7  세화여자고등학교","02-594-4886","12","12","12","0","362","362","391","391","391","391","31.8","63","23","9","8","6","2","36",""
"서울시","중랑구","송곡고등학교","http://www.sg.hs.kr","사립","일반고","남자","주간","131-800","서울특별시 중랑구 양원역로 50 (망우동송곡고등학교)","070-7114-5604","11","12","12","0","374","0","420","0","434","0","35.1","68","19","11","6","6","1","35",""
"서울시","중랑구","송곡여자고등학교","http://www.songgok.hs.kr","사립","일반고","여자","주간","131-800","서울특별시 중랑구 양원역로 67  (망우동) (망우동)","070-7124-3607","12","12","12","2","320","320","387","387","399","399","29.1","66","34","13","7","6","1","46",""
"서울시","강남구","숙명여자고등학교","http://www.sookmyung.hs.kr","사립","일반고","여자","주간","135-505","서울특별시 강남구 남부순환로 2807 (도곡동숙명여자고등학교)","02-3462-5011","14","15","15","0","573","573","611","611","630","630","41.2","72","31","23","21","7","2","44",""
"서울시","마포구","숭문고등학교","http://www.soongmoon.hs.kr","사립","자율고","남자","주간","121-809","서울특별시 마포구 숭문길 99  숭문중고등학교 (대흥동숭문중고등학교)","02-715-4461","8","7","8","0","240","0","209","0","254","0","30.6","46","9","4","2","5","1","25",""
"서울시","은평구","숭실고등학교","http://www.soongsil.net","사립","일반고","남자","주간","122-890","서울특별시 은평구 은평터널로7길 6 (신사동)","02-373-5910","13","13","14","2","473","0","481","0","497","0","34.5","69","9","15","9","6","3","48",""
"서울시","동작구","숭의여자고등학교","http://www.soongeui.hs.kr","사립","일반고","여자","주간","156-807","서울특별시 동작구 여의대방로36길 79 (대방동숭의여자중고등학교)","02-810-7800","10","10","10","0","383","383","371","371","389","389","38.1","55","30","16","10","8","3","31",""
"서울시","용산구","신광여자고등학교","http://www.shinkwang.hs.kr","사립","일반고","여자","주간","140-133","서울특별시 용산구 청파로 263 (청파동3가학교법인신광학원)","02-710-6900","7","7","7","0","140","140","161","161","162","162","22","42","18","7","6","5","0","21",""
"서울시","강북구","신일고등학교","http://www.shin-il.hs.kr","사립","자율고","남자","주간","142-711","서울특별시 강북구 솔매로49길 20 (미아동신일중고등학교)","02-989-4151","11","11","11","0","371","0","364","0","360","0","33.2","57","2","7","6","7","3","33",""
"서울시","양천구","양정고등학교","http://www.yangchung.hs.kr","사립","자율고","남자","주간","158-879","서울특별시 양천구 안양천로 1039 (목동양정고등학교)","02-2649-7071","12","13","13","0","411","0","432","0","439","0","33.7","73","5","7","6","8","3","38",""
"서울시","양천구","양천고등학교","http://yangcheon.cschool.net","사립","일반고","남자","주간","158-867","서울특별시 양천구 신정로14길 13 (신정동양천고등학교)","02-2605-5996","12","12","12","0","439","0","433","0","413","0","35.7","57","8","17","12","6","2","36",""
"서울시","노원구","염광고등학교","http://yumkwang.hs.kr","사립","일반고","공학","주간","139-724","서울특별시 노원구 월계로45가길 9  염광고등학교 (월계동염광 중/고등/여자메디텍고등학교)","02-905-4221","11","10","10","0","332","146","339","130","335","138","32.5","57","24","12","9","6","2","36",""
"서울시","강남구","영동고등학교","http://www.yd.hs.kr","사립","일반고","남자","주간","135-950","서울특별시 강남구 선릉로 742  영동고등학교 (청담동영동고등학교)","02-542-5071","14","14","14","0","532","0","491","0","560","0","37.7","50","11","37","18","4","2","43",""
"서울시","송파구","영동일고등학교","http://www.ydi.hs.kr","사립","일반고","공학","주간","138-915","서울특별시 송파구 석촌호수로 93 (잠실동영동일고등학교)","002-430-6822","13","14","14","0","482","240","505","227","509","233","36.5","63","27","20","12","6","1","44",""
"서울시","관악구","영락고등학교","http://www.yrgo.kr","사립","일반고","공학","주간","151-917","서울특별시 관악구 청룡16길 25 (봉천동영락여자상업고등학교  영락고등학교)","02-884-1003","8","8","8","0","204","121","240","148","240","155","28.5","47","15","10","9","5","2","24",""
"서울시","노원구","영신여자고등학교","http://www.ys.hs.kr","사립","일반고","여자","주간","139-855","서울특별시 노원구 중계로16나길 13  영시여자고등학교 (중계동영신여자고등학교/영신여자실업고등학교)","02-930-8455","14","14","14","2","452","452","442","442","475","475","31.1","85","44","11","10","6","2","49",""
"서울시","강서구","영일고등학교","http://youngil.hs.kr","사립","일반고","남자","주간","157-836","서울특별시 강서구 등촌로51가길 26 (등촌동영일고등학교)","02-2653-8134","13","13","13","0","507","0","483","0","515","0","38.6","71","9","10","7","6","1","39",""
"서울시","송파구","영파여자고등학교","http://youngpa.hs.kr","사립","일반고","여자","주간","138-879","서울특별시 송파구 올림픽로 565  영파여자고등학교 (풍납동영파여자고등학교)","02-483-8881","14","15","16","0","420","420","473","473","529","529","31.6","85","41","4","4","6","4","45",""
"서울시","강북구","영훈고등학교","http://www.younghoon.hs.kr","사립","일반고","공학","주간","142-709","서울특별시 강북구 도봉로13가길 19 (미아동학교법인영훈학원)","02-988-0266","13","14","14","0","396","181","526","219","520","197","35.2","69","19","18","13","5","1","41",""
"서울시","은평구","예일여자고등학교","http://www.yale.hs.kr","사립","일반고","여자","주간","122-819","서울특별시 은평구 연서로 117  예일여자고등학교 (구산동)","02-380-0972","13","13","14","0","503","503","482","482","522","522","37.7","79","61","10","7","6","3","51",""
"서울시","구로구","오류고등학교","http://oryu.hs.kr","사립","일반고","여자","주간","152-883","서울특별시 구로구 오리로21길 2 (궁동구로여자정보산업고등학교)","02-2684-2300","8","8","8","0","230","230","287","287","305","305","34.3","46","20","5","5","5","2","24",""
"서울시","용산구","오산고등학교","http://www.osan.hs.kr","사립","일반고","남자","주간","140-823","서울특별시 용산구 보광로7길 17 (보광동오산고등학교)","02-799-9602","9","9","9","0","312","0","300","0","305","0","34","51","5","5","3","6","1","40",""
"서울시","성북구","용문고등학교","http://www.ymoon.hs.kr/","사립","일반고","남자","주간","136-072","서울특별시 성북구 인촌로17가길 46  용문고등학교 (안암동2가)","02-928-3871","13","13","8","0","464","0","490","0","97","0","30.9","75","12","4","2","5","1","36",""
"서울시","노원구","용화여자고등학교","http://www.yonghwa.hs.kr/","사립","일반고","여자","주간","139-827","서울특별시 노원구 동일로 1461 (상계동용화여자고등학교)","02-950-3522","14","14","14","0","537","537","506","506","507","507","36.9","67","30","24","19","5","0","42",""
"서울시","구로구","우신고등학교","http://wooshin.hs.kr","사립","자율고","남자","주간","152-883","서울특별시 구로구 부일로 917 (궁동우신고등학교)","02-2610-1544","8","8","7","0","225","0","238","0","204","0","29","56","9","3","2","6","2","31",""
"서울시","강남구","은광여자고등학교","http://www.eunkwang.hs.kr","사립","일반고","여자","주간","135-859","서울특별시 강남구 남부순환로359길 36  은광여자고등학교 (도곡동은광여자고등학교)","02-3462-2005","11","11","12","0","436","436","440","440","466","466","39.5","48","33","27","16","6","2","36",""
"서울시","중구","이화여자고등학교","http://www.ewha.hs.kr","사립","자율고","여자","주간","100-120","서울특별시 중구 정동길 26  이화여자고등학교 (정동심슨기념관)","02-752-3353","12","12","12","0","437","437","413","413","416","416","35.2","64","34","17","15","9","1","36",""
"서울시","서대문구","이화여자대학교사범대학부속이화금란고등학교","http://www.edaebugo.hs.kr","사립","자율고","공학","주간","120-160","서울특별시 서대문구 성산로 560 이화여자대학교사범대학부속이화.금란고등학교","02-361-6332","12","12","12","0","380","204","408","236","385","219","32.6","67","26","9","7","6","3","36",""
"서울시","중구","이화여자외국어고등학교","http://www.ewha-gfh.hs.kr","사립","특수목적고","여자","주간","100-130","서울특별시 중구 통일로4길 30 (순화동)","02-771-1691","6","6","6","0","160","160","170","170","180","180","28.3","35","16","4","4","7","2","18",""
"서울시","서대문구","인창고등학교","http://www.inchang.ne.kr/","사립","일반고","남자","주간","120-012","서울특별시 서대문구 경기대로 65 (충정로2가인창중?고등학교)","02-363-3393","9","10","10","0","266","0","304","0","348","0","31.7","59","9","1","0","6","2","29",""
"서울시","송파구","잠실여자고등학교","http://www.jamsilg.hs.kr","사립","일반고","여자","주간","138-854","서울특별시 송파구 송파대로38길 8 (송파동잠실여자고등학교)","02-2140-8100","14","14","15","0","426","426","489","489","565","565","34.4","76","19","12","6","6","0","43",""
"서울시","중구","장충고등학교","http://www.jangchung.hs.kr","사립","일반고","남자","주간","100-835","서울특별시 중구 동호로15길 93 (신당동)","02-2233-9990","7","7","7","0","155","0","225","0","243","0","29.7","39","4","7","2","5","2","21",""
"서울시","영등포구","장훈고등학교","http://www.janghoon.hs.kr","사립","자율고","남자","주간","150-840","서울특별시 영등포구 영등포로64길 26  장훈고등학교 (신길동장훈고등학교)","02-842-6921","11","11","8","0","363","0","358","0","260","0","32.7","56","12","3","3","6","2","36",""
"서울시","노원구","재현고등학교","http://www.jaehyun.hs.kr","사립","일반고","남자","주간","139-928","서울특별시 노원구 덕릉로82길 64  재현고등학교 (중계동재현중/고등학교)","02-932-4811","14","14","14","0","518","0","530","0","481","0","36.4","73","21","19","13","6","2","42",""
"서울시","송파구","정신여자고등학교","http://www.chungshin.hs.kr","사립","일반고","여자","주간","138-892","서울특별시 송파구 올림픽로4길 16 (잠실동정신여자고등학교)","02-423-2775","13","13","13","0","488","488","475","475","511","511","37.8","71","39","12","8","7","2","42",""
"서울시","도봉구","정의여자고등학교","http://jeongeui.hs.kr","사립","일반고","여자","주간","132-716","서울특별시 도봉구 노해로49길 69 (쌍문동정의여자고등학교)","02-992-5104","13","13","13","0","470","470","457","457","467","467","35.7","77","39","9","6","6","3","46",""
"서울시","강남구","중동고등학교","www.joongdong.hs.kr","사립","자율고","남자","주간","135-943","서울특별시 강남구 일원로 7번지","02-3411-0100","12","12","12","0","371","0","397","0","400","0","32.4","58","9","16","14","8","1","38",""
"서울시","강남구","중산고등학교","http://www.jungsan.hs.kr","사립","일반고","남자","주간","135-230","서울특별시 강남구 일원로14길 22 (일원동중산고등학교)","02-2226-2161","12","12","12","0","483","0","461","0","497","0","40","60","6","15","10","6","2","36",""
"서울시","종로구","중앙고등학교","http://www.choongang.hs.kr","사립","자율고","남자","주간","110-800","서울특별시 종로구 창덕궁길 164 (계동중앙고등학교)","02-742-1321","10","10","10","0","319","0","324","0","316","0","32","55","12","14","8","4","0","35",""
"서울시","강남구","중앙대학교사범대학부속고등학교","http://www.cau.hs.kr","사립","일반고","공학","주간","135-270","서울특별시 강남구 선릉로 207  (도곡동 108) (도곡동중대부속고교)","02-579-4092","13","13","13","0","507","280","448","243","489","205","37","72","19","14","10","6","2","39",""
"서울시","서대문구","중앙여자고등학교","http://www.중앙여고.kr","사립","일반고","여자","주간","120-819","서울특별시 서대문구 북아현로 11가길  7 (북아현동)","02-362-3061","9","10","10","0","268","268","362","362","324","324","32.9","51","20","12","7","6","0","29",""
"서울시","양천구","진명여자고등학교","http://www.jm.hs.kr","사립","일반고","여자","주간","158-050","서울특별시 양천구 목동로 170  진명여자고등학교","02-2643-1711","16","16","16","0","638","638","626","626","666","666","40.2","82","48","22","15","5","0","49",""
