"교육청","소재구","유치원명","설립","우편번호","주소","전화번호","학급수","학생수 계","여 학생수","정규 교원수 계","정규 여 교원수","기간제 교원수 계","기간제 여 교원수","비고"
"남부","영등포구","푸른나라유치원","사립","150-806","서울특별시 영등포구 당산로35길 3  3 푸른나라유치원 (당산동4가)","02-2633-0033","3","39","17","5","5","0","0","신설"
"남부","영등포구","한신혜원유치원","사립","150-751","서울특별시 영등포구 양평로24길 9  한신아파트 단지 내  (양평동5가양평동한신아파트)","02-2634-9167","6","133","58","10","10","0","0",""
"남부","영등포구","한영유치원","사립","150-038","서울특별시 영등포구 영중로41길 5 (영등포동8가한영교회)","02-2677-5422","5","116","50","7","7","2","2",""
"북부","노원구","서울공릉초등학교병설유치원","공립","139-808","서울특별시 노원구 동일로173길 12 (공릉동서울공릉초등학교)","02-973-3074","3","70","37","2","2","1","1",""
"북부","노원구","서울노일유치원","공립","139-837","서울특별시 노원구 동일로231길 24 (상계동노일유치원)","02-938-9642","6","140","72","8","8","4","4",""
"북부","노원구","서울동일초등학교병설유치원","공립","139-200","서울특별시 노원구 한글비석로 566  (상계동동일초등학교)","02-952-7465","3","70","35","3","3","1","1",""
"북부","노원구","서울상경초등학교병설유치원","공립","139-906","서울특별시 노원구 수락산로 237 (상계동상경초등학교)","070-8650-7912","3","70","32","2","2","1","1",""
"북부","노원구","서울상곡초등학교병설유치원","공립","139-825","서울특별시 노원구 노원로38길 34 (상계동상곡초등학교)","02-934-2715","3","70","37","4","4","1","1",""
"북부","노원구","서울수락초등학교병설유치원","공립","139-838","서울특별시 노원구 동일로 1745 (상계동서울수락초등학교)","02-951-4146","3","56","24","3","3","1","1",""
"북부","노원구","서울수암초등학교병설유치원","공립","139-854","서울특별시 노원구 중계로12길 9 (중계동수암초등학교)","02-3392-0354","3","70","34","2","2","1","1",""
"북부","노원구","서울신상계초등학교병설유치원","공립","139-811","서울특별시 노원구 상계로 267 (상계동신상계초등학교)","02-3392-0570","4","60","26","5","5","2","2",""
"북부","노원구","서울연촌초등학교병설유치원","공립","139-871","서울특별시 노원구 공릉로58길 36 (하계동연촌초등학교)","02-975-2498","3","68","28","3","3","1","1",""
"북부","노원구","서울태랑초등학교병설유치원","공립","139-800","서울특별시 노원구 화랑로51나길 31 (공릉동서울태랑초등학교)","02-977-7385","3","56","26","3","3","0","0",""
"북부","도봉구","서울도봉초등학교병설유치원","공립","132-808","서울특별시 도봉구 도봉로173길 96 (도봉동도봉초등학교)","02-954-6672","2","47","27","2","2","0","0",""
"북부","도봉구","서울신창초등학교병설유치원","공립","132-916","서울특별시 도봉구 덕릉로60길 93 (창동신창초등학교)","02-994-7782","4","74","40","3","3","2","2",""
"북부","도봉구","서울창동초등학교병설유치원","공립","132-906","서울특별시 도봉구 해등로16길 81 (창동창동초등학교)","02-907-8102","2","52","27","2","2","0","0",""
"북부","노원구","고운유치원","사립","139-865","서울특별시 노원구 동일로208길 34 (중계동중계무지개아파트 2단지 유치원)","02-972-6700","8","186","103","10","10","0","0",""
"북부","노원구","공능유치원","사립","139-806","서울특별시 노원구 동일로186길 27 (공릉동공릉교회)","02-972-0481","4","74","34","4","4","0","0",""
"북부","노원구","까치유치원","사립","139-927","서울특별시 노원구 덕릉로79길 23 (중계동염광아파트)","02-937-0331","7","151","77","7","7","0","0",""
"북부","노원구","꽃동산유치원","사립","139-804","서울특별시 노원구 공릉로 257 (공릉동동산정보산업고등학교)","02-948-9450","4","37","17","4","4","0","0",""
"북부","노원구","꿈동산유치원","사립","139-765","서울특별시 노원구 동일로227길 26 (상계동상계주공아파트)","02-939-5520","10","274","138","11","11","0","0",""
"북부","노원구","꿈모리유치원","사립","139-871","서울특별시 노원구 공릉로58길 23 (하계동꿈모리유치원)","02-978-0806","2","35","13","3","3","0","0",""
"북부","노원구","꿈터유치원","사립","139-892","서울특별시 노원구 동일로230길 63 (상계동한신아파트)","02-930-4202","5","120","57","5","5","0","0",""
"북부","노원구","노원 삼육유치원","사립","139-800","서울특별시 노원구 공릉로42길 13-1 (공릉동제칠일안식일예수재림교 공릉동교회)","02-948-2280","3","55","28","4","4","0","0",""
"북부","노원구","다연유치원","사립","139-913","서울특별시 노원구 월계로45가길 89 (월계동청백아파트단지내)","02-906-7807","4","80","41","5","5","0","0",""
"북부","노원구","대원유치원","사립","139-764","서울특별시 노원구 동일로228길 29 (상계동대원유치원)","02-938-4867","3","63","28","4","4","0","0",""
"북부","노원구","동은유치원","사립","139-863","서울특별시 노원구 동일로207길 23 (중계동중계그린아파트)","02-949-1064","4","99","53","5","5","0","0",""
"북부","노원구","동화나라유치원","사립","139-898","서울특별시 노원구 덕릉로 780 (상계동동아불암아파트)","02-939-6715","7","111","45","8","7","0","0",""
"북부","노원구","두솔유치원","사립","139-848","서울특별시 노원구 초안산로 19 (월계동월계4지구주공아파트 2단지)","02-991-8337","4","98","46","5","5","0","0",""
"북부","노원구","무지개유치원","사립","139-814","서울특별시 노원구 덕릉로94가길 54 (상계동상원교회부속유치원)","02-951-8546","6","146","68","7","7","0","0",""
"북부","노원구","미광유치원","사립","139-773","서울특별시 노원구 공릉로34길 62 (공릉동태강아파트)","02-948-9677","5","86","37","7","6","0","0",""
"북부","노원구","미성유치원","사립","139-209","서울특별시 노원구 공릉로 59길28","02-974-6996","2","56","23","4","4","0","0",""
"북부","노원구","백운유치원","사립","139-768","서울특별시 노원구 한글비석로 477 (상계동백운유치원)","02-935-3344","9","223","113","11","11","0","0",""
"북부","노원구","보고유치원","사립","139-841","서울특별시 노원구 석계로 13길 23-14","02-912-0570","4","90","52","6","6","0","0",""
"북부","노원구","보배유치원","사립","139-776","서울특별시 노원구 마들로3길 37 (월계동)","02-977-2727","4","100","49","6","6","0","0",""
"북부","노원구","사라유치원","사립","139-744","서울특별시 노원구 동일로198가길 13 (공릉동삼익아파트)","02-974-7766","5","118","65","6","6","0","0",""
"북부","노원구","사랑샘유치원","사립","139-859","서울특별시 노원구 중계동 한글 비석로 325","02-932-2843","4","55","25","4","4","0","0",""
"북부","노원구","산내들유치원","사립","139-240","서울특별시 노원구 공릉로46길 28 (공릉동삼익아파트)","02-978-8882","4","107","63","6","6","0","0",""
"북부","노원구","삼육대학교부속유치원","사립","139-800","서울특별시 노원구 화랑로 815 (공릉동삼육대학교)","02-3399-1173","9","179","88","14","13","0","0",""
"북부","노원구","상원유치원","사립","139-865","서울특별시 노원구 노원로19길 33 (중계동)","02-949-0217","11","93","47","6","6","0","0",""
"북부","노원구","새봄유치원","사립","139-891","서울특별시 노원구 동일로245길 162 (상계동은빛아파트)","02-951-1191","8","171","96","10","10","0","0",""
"북부","노원구","서울여자대학교부속유치원","사립","139-774","서울특별시 노원구 화랑로 621 (공릉동서울여자대학교)","02-970-5353","6","141","69","8","8","0","0",""
"북부","노원구","선덕유치원","사립","139-873","서울특별시 노원구 섬밭로 190 (하계동)","02-973-1500","5","113","50","7","7","0","0",""
"북부","노원구","성북유치원","사립","139-845","서울특별시 노원구 광운로17길 5-3 (월계동성북유치원)","02-917-1336","5","83","43","5","5","0","0",""
"북부","노원구","성실유치원","사립","139-872","서울특별시 노원구 한글비석로1길 28 (하계동하계1차청구아파트)","02-977-0246","7","135","63","7","7","0","0",""
"북부","노원구","성희유치원","사립","139-753","서울특별시 노원구 동일로215길 48 (상계동상계주공아파트)","02-933-9102","5","148","67","6","6","0","0",""
"북부","노원구","아랑유치원","사립","139-804","서울특별시 노원구 동일로 1127 (공릉동)","02-976-3671","6","107","54","8","8","0","0",""
"북부","노원구","아이디유치원","사립","139-827","서울특별시 노원구 동일로221길 32 (상계동대림아파트)","02-937-0604","7","165","81","8","8","0","0",""
"북부","노원구","양지유치원","사립","139-816","서울특별시 노원구 노원로30길 45 (상계동양지유치원)","02-936-5999","4","99","52","5","5","0","0",""
"북부","노원구","연세유치원","사립","139-784","서울특별시 노원구 섬밭로 265 (중계동경남롯데상아아파트)","02-975-6786","6","70","43","6","6","0","0",""
"북부","노원구","염광유치원","사립","139-724","서울특별시 노원구 월계로45가길  9","02-902-5024","8","180","98","8","8","0","0",""
"북부","노원구","영산유치원","사립","139-755","서울특별시 노원구 동일로216길 47 (상계동상계주공아파트)","02-951-1900","4","83","46","5","4","0","0",""
"북부","노원구","영은유치원","사립","139-830","서울특별시 노원구 동일로213길 78 (상계동상계주공아파트)","02-932-1001","4","94","40","5","5","0","0",""
"북부","노원구","예진유치원","사립","139-744","서울특별시 노원구 섬밭로 123 (공릉동공릉아파트)","02-973-9898","6","130","65","7","7","0","0",""
"북부","노원구","온누리유치원","사립","139-823","서울특별시 노원구 동일로227길 47 (상계동)","02-933-2083","3","67","36","5","4","0","0",""
"북부","노원구","우리유치원","사립","139-860","서울특별시 노원구 한글비석로 281 (중계동)","02-951-8383","7","154","82","8","8","0","0",""
"북부","노원구","원암유치원","사립","139-855","서울특별시 노원구 중계로14라길 48 (중계동원암유치원)","02-932-3416","13","363","165","16","16","0","0",""
"북부","노원구","육사유치원","사립","139-804","서울특별시 노원구 화랑로 574 (공릉동)","02-972-0451","3","70","40","4","4","0","0",""
"북부","노원구","이레유치원","사립","139-775","서울특별시 노원구 월계로55길 16 (월계동사슴아파트단지내)","02-979-8293","6","105","42","7","7","0","0",""
"북부","노원구","지혜유치원","사립","139-762","서울특별시 노원구 한글비석로 530 (상계동상계주공아파트)","02-951-5989","3","74","39","4","4","0","0",""
"북부","노원구","청암유치원","사립","139-862","서울특별시 노원구 중계로 244 (중계동)","02-934-5119","2","58","33","4","4","0","0",""
"북부","노원구","청원유치원","사립","139-822","서울특별시 노원구 한글비석로 506 (상계동청원초/중/고등학교)","02-3399-7886","4","76","38","5","5","0","0",""
"북부","노원구","초안유치원","사립","139-052","서울특별시 노원구 우이천로   102","02-996-2101","6","120","61","7","7","0","0",""
"북부","노원구","키즈위즈유치원","사립","139-856","서울특별시 노원구 덕릉로86길 65 (중계동키즈위즈프라자)","02-930-5525","7","115","56","7","7","0","0",""
"북부","노원구","토마토유치원","사립","139-804","서울특별시 노원구 공릉로 181 181","02-972-7373","6","130","64","7","7","0","0",""
"북부","노원구","풍천유치원","사립","139-825","서울특별시 노원구 노원로 522 (상계동)","02-937-1616","6","138","64","8","8","0","0",""
"북부","노원구","하늘유치원","사립","139-851","서울특별시 노원구 초안산로 89","02-998-0285","4","82","33","5","5","0","0",""
"북부","노원구","학림유치원","사립","139-816","서울특별시 노원구 상계로7길 25 (상계동학림유치원)","02-933-3533","6","77","45","6","6","0","0",""
"북부","노원구","학여울유치원","사립","139-734","서울특별시 노원구 동일로207길 186 (하계동학여울청구아파트)","02-975-6611","5","160","82","7","7","0","0",""
"북부","노원구","한성유치원","사립","139-778","서울특별시 노원구 한글비석로 145 (하계동한신.동성아파트 상가동)","02-974-8872","9","194","95","12","12","0","0",""
"북부","노원구","한양유치원","사립","139-956","서울특별시 노원구 마들로 31 (월계동그랑빌아파트 단지내)","02-973-4142","5","125","62","7","7","0","0",""
"북부","노원구","한울유치원","사립","139-810","서울특별시 노원구 덕릉로122길 12-6 (상계동불암현대아파트)","02-935-3360","8","107","49","8","7","0","0",""
"북부","노원구","호암유치원","사립","139-837","서울특별시 노원구 동일로242길 66 (상계동신선빌딩)","02-938-7272","2","53","28","4","4","0","0",""
"북부","노원구","효자유치원","사립","139-771","서울특별시 노원구 마들로 111(월계동)","02-977-8333","10","233","115","11","10","0","0",""
"북부","노원구","효천유치원","사립","139-861","서울특별시 노원구 중계로18길 14 (중계동라이프청구신동아)","02-930-8891","4","107","56","5","5","0","0",""
"북부","노원구","희산유치원","사립","139-904","서울특별시 노원구 덕릉로 459-18 (상계동미도아파트)","02-933-2367","3","40","21","4","4","0","0",""
"북부","도봉구","꿈밭유치원","사립","132-767","서울특별시 도봉구 해등로 264 (방학동청구아파트)","02-956-9380","6","134","63","7","7","0","0",""
"북부","도봉구","나래유치원","사립","132-758","서울특별시 도봉구 마들로 684-9 (도봉동서원아파트)","02-3493-9236","4","94","50","5","5","0","0",""
"북부","도봉구","다솜유치원","사립","132-773","서울특별시 도봉구 해등로 169 (쌍문동삼익세라믹아파트)","02-900-5977","7","189","89","9","9","0","0",""
"북부","도봉구","덕성여자대학교부속유치원","사립","132-714","서울특별시 도봉구 삼양로144길 33 (쌍문동덕성여대)","02-995-0611","5","117","60","8","8","0","0",""
"북부","도봉구","보나유치원","사립","132-766","서울특별시 도봉구 해등로 307 (방학동우성아파트2차)","02-956-3197","4","128","67","6","6","0","0",""
"북부","도봉구","사랑유치원","사립","132-021","서울특별시 도봉구 마들로 620 현대@단지내","02-956-2666","4","30","14","4","4","0","0",""
"북부","도봉구","삼풍유치원","사립","132-040","서울특별시 도봉구 노해로63가길 101 (창동창동 삼풍유치원)","02-992-3171","10","242","110","11","11","0","0",""
"북부","도봉구","선희유치원","사립","132-861","서울특별시 도봉구 해등로 241 (쌍문동한양아파트)","02-906-1591","3","62","32","6","6","0","0",""
"북부","도봉구","소망유치원","사립","132-918","서울특별시 도봉구 덕릉로247 (창동)","02-993-7205","2","29","17","4","4","0","0",""
"북부","도봉구","솔샘유치원","사립","132-908","서울특별시 도봉구 해등로 111 (창동)","02-997-5164","6","64","24","7","7","0","0",""
"북부","도봉구","슬기유치원","사립","132-800","서울특별시 도봉구 도봉로180나길 33-29 도봉한신아파트 LH","02-954-7771","8","210","106","11","11","0","0",""
"북부","도봉구","신창유치원","사립","132-913","서울특별시 도봉구 덕릉로  272","02-992-8503","3","30","0","2","2","0","0",""
"북부","도봉구","예그린유치원","사립","132-873","서울특별시 도봉구 노해로 201-1 (쌍문동반석빌딩)","02-994-4620","6","148","80","7","7","0","0",""
"북부","도봉구","예랑유치원","사립","132-910","서울특별시 도봉구 해등로4길 9 (창동창동주공아파트)","02-991-0652","6","53","33","5","5","0","0",""
"북부","도봉구","유화유치원","사립","132-739","서울특별시 도봉구 시루봉로 107 (방학동신동아아파트)","02-956-5000","5","132","64","9","9","0","0",""
"북부","도봉구","윤정유치원","사립","132-789","서울특별시 도봉구 창동  노해로80길","02-997-6582","10","228","131","12","12","0","0",""
"북부","도봉구","자연아이유치원","사립","132-827","서울특별시 도봉구 도당로6길 14-11 (방학동)","02-3492-8915","7","93","47","7","7","0","0",""
"북부","도봉구","자연유치원","사립","132-792","서울시 도봉구 마들로 567(창동)","02-907-1011","7","179","108","10","10","0","0",""
"북부","도봉구","정의유치원","사립","132-716","서울특별시 도봉구 노해로49길 69 정의유치원","02-992-5108","7","92","40","8","8","0","0",""
"북부","도봉구","지현유치원","사립","132-812","서울특별시 도봉구 도봉산3길  21","02-954-2050","2","36","19","4","4","0","0",""
"북부","도봉구","참사랑유치원","사립","132-819","서울특별시 도봉구 도봉로169나길 105 105","02-955-4587","3","50","26","4","4","0","0",""
"북부","도봉구","천사유치원","사립","132-776","서울특별시 도봉구 해등로26길 20 천사유치원 (쌍문동금호아파트)","02-904-8445","4","87","42","6","6","0","0",""
"북부","도봉구","청아유치원","사립","132-040","서울특별시 도봉구 노해로69길 97 (창동동아청솔아파트)","02-907-3811","4","98","40","5","5","0","0",""
"북부","도봉구","한별유치원","사립","132-784","서울특별시 도봉구 덕릉로59아길 17  한별유치원 (창동창동대우아파트)","02-907-4782","4","100","51","5","5","0","0",""
"북부","도봉구","한사랑유치원","사립","132-782","서울특별시 도봉구 노해로 66길  79","02-907-8224","6","120","51","7","7","0","0",""
"북부","도봉구","햇살유치원","사립","132-881","서울특별시 도봉구 우이천로32길 38 (쌍문동)","02-904-6248","5","75","40","6","6","0","0",""
"북부","도봉구","행복한유치원","사립","132-861","서울특별시 도봉구 시루봉로6길 86 (쌍문동현대아파트)","02-900-8001","4","75","35","6","6","0","0",""
"북부","도봉구","현대유치원","사립","132-890","서울특별시 도봉구 삼양로 574-38 (쌍문동현대유치원)","02-991-9483","2","29","11","3","3","0","0",""
"중부","용산구","서울남정초등학교병설유치원","공립","140-905","서울특별시 용산구 원효로64길 17-10 (원효로2가남정초등학교)","02-3273-6510","3","68","40","2","2","2","2",""
"중부","용산구","서울서빙고초등학교병설유치원","공립","140-240","서울특별시 용산구 서빙고로51길 14  서울서빙고초등학교병설유치원 (서빙고동서빙고초등학교)","02-796-8867","4","62","26","4","4","0","0",""
"중부","용산구","서울청파초등학교병설유치원","공립","140-132","서울특별시 용산구 효창원로 228 (청파동2가청파초등학교)","02-701-3224","3","56","25","1","1","2","2",""
"중부","용산구","서울한남초등학교병설유치원","공립","140-893","서울특별시 용산구 한남대로 112 (한남동한남초등학교)","02-749-2393","3","60","26","2","2","1","1",""
"중부","종로구","서울명신초등학교병설유치원","공립","110-861","서울특별시 종로구 낙산길 250 (창신동명신초등학교)","02-744-4633","2","50","26","2","2","1","1",""
"중부","종로구","서울숭신초등학교병설유치원","공립","110-552","서울특별시 종로구 종로 58길 30 서울숭신초등학교병설유치원","02-2253-2901","3","50","27","3","3","0","0",""
"중부","종로구","서울재동초등학교병설유치원","공립","110-260","서울특별시 종로구 북촌로4길 7 (가회동서울재동초등학교)","02-764-2830","3","63","31","4","4","0","0",""
"중부","종로구","서울창신초등학교병설유치원","공립","110-838","서울특별시 종로구 지봉로 73  (창신동)","02-763-8812","3","36","19","2","2","1","1",""
"중부","종로구","서울혜화초등학교병설유치원","공립","110-530","서울특별시 종로구 혜화로 32 (혜화동혜화초등학교)","02-763-0124","2","47","18","2","2","0","0",""
"중부","중구","서울덕수초등학교병설유치원","공립","100-120","서울특별시 중구 덕수궁길 140 (정동덕수초등학교)","02-720-7275","4","86","38","5","5","3","3",""
"중부","중구","서울장충유치원","공립","100-834","서울특별시 중구 청구로17길 40 (신당동 386-86)","02-2234-6047","7","138","68","9","9","3","3",""
"중부","중구","서울충무초등학교병설유치원","공립","100-855","서울특별시 중구 퇴계로50길 13 (장충동2가충무초등학교)","02-2265-4840","3","58","32","4","4","1","1",""
"중부","용산구","강변유치원","사립","140-909","서울특별시 용산구 이촌동  1300-8 (이촌동)","02-792-2652","3","53","29","5","5","0","0",""
"중부","용산구","계성유치원","사립","140-040","서울특별시 용산구 효창원로15길 15 (산천동계성유치원)","02-712-0826","10","260","130","17","17","0","0",""
"중부","용산구","대건유치원","사립","140-906","서울특별시 용산구 이촌로81길 38 (이촌동한강천주교회)","02-790-5016","6","154","76","11","11","0","0",""
"중부","용산구","도원유치원","사립","140-070","서울특별시 용산구 새창로12길 11-8 (도원동)","02-713-1960","5","87","46","8","8","0","0",""
"중부","용산구","복자유치원","사립","140-899","서울특별시 용산구 후암로34길 21-8 (후암동후암동천주교회)","02-319-2915","4","88","48","8","8","0","0",""
"중부","용산구","성심유치원","사립","140-220","서울특별시 용산구  보광로24길 9-4","02-794-3045","2","27","12","4","4","0","0",""
"중부","용산구","신동아큰나무유치원","사립","140-751","서울특별시 용산구 이촌로 347  (서빙고동)","02-790-8858","3","49","23","4","4","0","0",""
"중부","용산구","원유치원","사립","140-727","서울특별시 용산구 이촌로81길 14 (이촌동강촌아파트)","02-797-0038","7","180","90","11","11","0","0",""
"중부","용산구","유성유치원","사립","140-856","서울특별시 용산구 회나무로13가길 16 (이태원동유성유치원)","02-792-8691","7","180","100","10","10","0","0",""
"중부","용산구","일민유치원","사립","140-764","서울특별시 용산구 효창원로 17 (산천동리버힐삼성아파트)","02-704-0915","6","109","55","7","7","0","0",""
"중부","용산구","정우유치원","사립","140-847","서울특별시 용산구 원효로 179  정우유치원 (원효로2가)","02-712-2211","2","29","12","4","4","0","0",""
"중부","용산구","충신유치원","사립","140-030","서울특별시 용산구 이촌로71길 14  한가람아파트 단지내 (이촌동한가람아파트)","02-793-7618","8","209","104","16","16","0","0",""
"중부","용산구","한가람유치원","사립","140-906","서울특별시 용산구 이촌로89길 50  한가람유치원 (이촌동)","02-796-8865","3","90","46","5","5","0","0",""
"중부","종로구","배화여자대학교 부속 배화유치원","사립","110-735","서울특별시 종로구 필운대로1길 34 (필운동배화유치원)","02-737-1433","3","74","39","5","5","0","0",""
"중부","종로구","봄샘유치원","사립","110-126","서울특별시 종로구 율곡로 264 (종로6가서울복음교회)","02-764-3210","3","55","28","6","6","0","0",""
"중부","종로구","상명사대부속유치원","사립","120-841","서울특별시 종로구 홍지문2길 1 상명사대부속유치원 (홍은동)","02-396-1602","6","147","76","6","5","1","1",""
"중부","종로구","세검정유치원","사립","110-020","서울특별시 종로구 자하문로 310 (홍지동)","02-395-2544","3","79","37","6","6","0","0",""
"동부","동대문구","서울군자초등학교병설유치원","공립","130-837","서울특별시 동대문구 한천로6길 21 (장안동서울군자초등학교)","02-2212-8456","5","64","28","6","6","2","2",""
"동부","동대문구","서울답십리초등학교병설유치원","공립","130-803","서울특별시 동대문구 전농로3길 23  서울답십리초등학교병설유치원 (답십리동답십리초등학교)","02-2248-3152","4","75","38","4","4","1","1",""
"동부","동대문구","서울이문초등학교병설유치원","공립","130-827","서울특별시 동대문구 신이문로 16 (이문동서울이문초등학교)","02-959-2023","5","66","29","4","4","1","1",""
"동부","동대문구","서울장평초등학교병설유치원","공립","130-839","서울특별시 동대문구 답십리로69길 27 (장안동서울장평초등학교)","02-2213-3086","3","69","36","3","3","2","2",""
"동부","동대문구","서울전동초등학교병설유치원","공립","130-850","서울특별시 동대문구 전농로16길 61 (전농동서울전동초등학교)","02-2214-1528","3","70","37","4","4","1","1",""
"동부","동대문구","서울홍파초등학교병설유치원","공립","130-863","서울특별시 동대문구 고산자로 518 (제기동서울홍파초등학교)","02-966-3568","3","54","27","2","2","1","1",""
"동부","동대문구","서울휘경유치원","공립","130-090","서울특별시 동대문구 망우로6길 48  서울휘경유치원 (휘경동서울휘경초등학교)","02-2242-0356","6","127","57","8","8","0","0",""
"동부","동대문구","서울휘봉초등학교병설유치원","공립","130-874","서울특별시 동대문구 장안벚꽃로 309  서울휘봉초등학교병설유치원 (휘경동서울휘봉초등학교)","02-2248-4653","2","52","23","2","2","1","1",""
"동부","중랑구","서울동원초등학교병설유치원","공립","131-802","서울특별시 중랑구 송림길 114 (망우동동원초등학교)","02-438-3288","4","74","38","3","3","2","2",""
"동부","중랑구","서울면동초등학교병설유치원","공립","131-818","서울특별시 중랑구 면목로57길 32  서울면동초등학교병설유치원 (면목동면동초등학교)","02-496-7922","3","48","29","2","2","1","1",""
"동부","중랑구","서울면목초등학교병설유치원","공립","131-817","서울특별시 중랑구 면목로 434 (면목동면목초등학교)","02-2209-4341","3","69","38","3","3","1","1",""
"동부","중랑구","서울묵현초등학교병설유치원","공립","131-852","서울특별시 중랑구 동일로157길 75  서울묵현초등학교병설유치원 (묵동묵현초등학교)","02-977-9105","3","53","29","3","3","0","0",""
"동부","중랑구","서울중곡초등학교병설유치원","공립","131-830","서울특별시 중랑구 면목로23길 20 (면목동중곡초등학교)","02-2209-1281","2","52","30","2","2","1","1",""
"동부","동대문구","경희유치원","사립","130-701","서울특별시 동대문구 경희대로 26  (회기동)","02-962-1901","6","154","77","7","7","0","0",""
"동부","동대문구","규전유치원","사립","130-875","서울특별시 동대문구 휘경로 42 규전유치원","02-961-7696","2","28","15","4","4","0","0",""
"동부","동대문구","그림유치원","사립","130-754","서울특별시 동대문구 답십리로56길 21  그림유치원 (답십리동두산아파트)","02-3394-6254","9","127","47","15","15","0","0",""
"동부","동대문구","동광유치원","사립","130-835","서울특별시 동대문구 사가정로25길 28-1  동광유치원 (장안동)","02-2246-9317","1","28","19","4","4","0","0",""
"동부","동대문구","동안유치원","사립","130-831","서울특별시 동대문구 회기로25길 67 (이문동동안교회)","02-957-1830","6","142","70","10","10","0","0",""
"동부","동대문구","백주유치원","사립","130-020","서울특별시 동대문구 서울시립대로  18길 19 (전농동)","02-2249-5170","3","92","42","6","6","0","0",""
"동부","동대문구","빛나유치원","사립","130-854","서울특별시 동대문구 전농로23길 47 (전농동)","02-2212-0406","2","42","21","4","4","0","0",""
"동부","동대문구","사군자유치원","사립","130-843","서울특별시 동대문구 장한로5길 51 (장안동)","02-2245-5801","2","53","24","5","5","0","0",""
"동부","동대문구","사랑유치원","사립","130-775","서울특별시 동대문구 제기로 131 (청량리동한신아파트)","02-957-5330","5","127","67","9","9","0","0",""
"동부","동대문구","산정현유치원","사립","130-872","서울특별시 동대문구 회기로23가길 33 (회기동)","02-963-0371","5","113","48","8","8","0","0",""
"동부","동대문구","삼성유치원","사립","130-856","서울특별시 동대문구 사가정로 65  레미안크레시티아파트 유치원동 (전농동)","02-2213-0080","9","84","51","7","7","2","2",""
"동부","동대문구","새소리유치원","사립","130-769","서울특별시 동대문구 사가정로 148 7번지 전농sk아파트 단지내","02-2214-0011","8","213","109","12","12","0","0",""
"동부","동대문구","새일문유치원","사립","130-838","서울특별시 동대문구 장한로 165 (장안동)","02-2212-6229","2","66","32","5","5","0","0",""
"동부","동대문구","서울유치원","사립","130-765","서울특별시 동대문구 한천로58길 47  유치원동 1호 (이문동쌍용아파트)","02-959-9411","9","200","91","14","14","0","0",""
"동부","동대문구","세하유치원","사립","130-719","서울특별시 동대문구 장안벚꽃로 107 (장안동장안현대홈타운)","02-2213-1382","9","220","108","14","13","0","0",""
"동부","동대문구","소화유치원","사립","130-060","서울특별시 동대문구 약령시로  45","02-921-0136","5","124","73","8","8","0","0",""
"동부","동대문구","신동아유치원","사립","130-757","서울특별시 동대문구 무학로26길 16  신동아유치원 (용두동신동아아파트)","02-921-3361","7","162","87","14","14","0","0",""
"동부","동대문구","아이비유치원","사립","130-782","서울특별시 동대문구 한천로 246길 주공아파트 단지 내","02-2213-1508","6","111","60","9","9","0","0",""
"동부","동대문구","예일유치원","사립","130-771","서울특별시 동대문구 사가정로 190길 6-1","02-2215-0084","6","146","71","12","12","0","0",""
"동부","동대문구","원화유치원","사립","130-826","서울특별시 동대문구 이문로34길 20 (이문동)","02-967-5891","3","90","46","7","6","0","0",""
"동부","동대문구","자람유치원","사립","130-772","서울특별시 동대문구 고산자로 534  한신아파트 단지내 자람유치원 (제기동한신아파트)","02-3295-3469","8","50","20","8","8","0","0",""
"동부","동대문구","젬마유치원","사립","130-831","서울특별시 동대문구 이문로12길 20  젬마유치원 (이문동이문동성당)","02-957-8166","6","140","69","11","11","0","0",""
"동부","동대문구","푸른솔유치원","사립","130-756","서울특별시 동대문구 전농로10길 20 (답십리동답십리청솔우성아파트)","02-2243-3553","5","100","48","9","9","0","0",""
"동부","동대문구","한양유치원","사립","130-753","서울특별시 동대문구 답십리로 184  한양아파트단지내 (답십리동동서울한양아파트)","02-2249-6001","7","136","68","13","13","0","0",""
"동부","동대문구","홍릉유치원","사립","130-868","서울특별시 동대문구 홍릉로29길 17 (청량리동홍릉유치원)","02-965-4376","3","43","23","5","5","0","0",""
"동부","중랑구","금란유치원","사립","131-806","서울특별시 중랑구 용마산로 478  (망우동)","02-434-5698","2","22","9","4","3","0","0",""
"동부","중랑구","나래유치원","사립","131-859","서울특별시 중랑구 봉우재로41길 12","02-432-5009","6","144","69","12","12","0","0",""
"동부","중랑구","누리에유치원","사립","131-824","서울특별시 중랑구 중랑천로20  누리에유치원 (면목동)","02-437-1201","6","92","45","10","10","0","0",""
"동부","중랑구","동국유치원","사립","131-839","서울특별시 중랑구 용마산로 250  동국유치원 (면목동면목임대아파트)","02-436-1035","3","77","41","7","7","0","0",""
"동부","중랑구","동성유치원","사립","131-867","서울특별시 중랑구 신내로 110  동성유치원 (신내동동성아파트)","02-434-2690","8","190","97","13","13","0","0",""
"동부","중랑구","동일유치원","사립","131-827","서울특별시 중랑구 면목로35길 21  동일유치원 (면목동대한예수교장로회동일교회)","02-432-2949","6","110","52","9","9","0","0",""
"동부","중랑구","로뎅유치원","사립","131-876","서울특별시 중랑구 봉화산로 90 (중화동동림중화빌딩)","02-491-2114","2","69","34","5","5","0","0",""
